20230704	09:32:45	20278bf3-15f8-4b5e-8fae-ce8c959a5cf7	/	GET
20230704	09:32:45	416408ad-c514-4fb1-b0d6-ebc8aaf152b5	/img/image.png	GET
20230704	09:32:47	73ddde30-3bd0-4bb4-8e15-ee7984500edf	/favicon.ico	GET
20230704	11:05:58	63bdd539-1c63-4635-a170-361b12b9682b	/	GET
20230704	11:06:01	9cea7bfe-8aaa-4521-beb1-76d033e5e44c	/img/image.png	GET
20230704	11:06:02	afa57c92-f142-4984-82f8-ede942430d55	/favicon.ico	GET
20230704	11:08:01	4afea82c-ac4a-4b0a-80a7-d22b92939049	/	GET
20230704	11:08:01	9d129e02-f308-4f7a-8e7b-98375a0178cf	/img/image.png	GET
20230704	11:08:07	39bb2496-a28f-45d3-9464-24071130948a	/	GET
20230704	11:08:07	48dcaa4b-24fd-44f2-be09-0ac11125f4f6	/img/image.png	GET
20230704	11:09:22	2adcd722-1bce-400c-ac54-5f0a398cd599	/	GET
20230704	11:09:23	90494981-8f29-4537-9eff-43f0d0d94ced	/img/image.png	GET
20230704	11:19:57	5723fabd-7898-4567-b2da-93cbfd3d3012	/	GET
20230704	11:19:58	13fd3759-e49f-4be9-a2aa-9f30b6c76c45	/css/style.css	GET
20230704	11:19:58	278d1802-02b2-489c-aa44-585c90c68011	/img/image.png	GET
20230704	11:22:11	9c1debe2-391d-4e7d-9beb-2036ef4ce956	/defe	GET
20230708	16:44:53	88c18939-f9fc-4db7-82af-568ee30efd1f	GET	undefined	/subdir/tdfdf
20230708	16:45:13	0b37b918-0213-4d65-8ae4-e86b8228f626	GET	undefined	/sub
20230708	16:54:16	33b2af91-ccbf-4c62-93b6-584c5221b4e1	GET	undefined	/sub
20230708	16:54:16	439436cb-3e9b-4bd5-98b8-e6f84133f625	GET	undefined	/public/css/style.css
20230708	16:54:19	5bdb88dc-45fa-42b2-a98a-16b7e75311d7	GET	undefined	/sub
20230708	16:54:19	291cd34b-9df0-49d7-b6b3-73bda78d8568	GET	undefined	/public/css/style.css
20230708	16:55:09	b3ae9bf9-fb20-4e3c-b69a-fc67db7bf611	GET	undefined	/subdir/d
20230708	16:55:09	5a085f25-588f-4871-af87-52a560a30cb6	GET	undefined	/public/css/style.css
20230708	16:56:14	4c44de7f-643b-4ae5-a2c2-605223c43df2	GET	undefined	/subdir/d
20230708	16:56:15	593d5251-8e7a-4acd-878f-b1a145496e4a	GET	undefined	/public/css/style.css
20230708	16:57:18	7c488b72-554f-4df4-b896-80f792a5ec81	GET	undefined	/subdir/d
20230708	16:57:19	2ddc7c87-a7eb-4b30-b86d-005eeec8de71	GET	undefined	/public/css/style.css
20230708	17:01:57	9ee3d658-bdba-424e-aa9d-4c75b09f04a8	GET	undefined	/subdir/d
20230708	17:01:57	d4b1a5c4-dab2-4653-8a29-211f6ca651d3	GET	undefined	/public/css/style.css
20230708	17:01:58	6556cb16-41b8-4e98-b823-b6f8fcebf0e9	GET	undefined	/subdir/d
20230708	17:01:58	4ccb8274-c278-49d9-936d-7a790325e8c0	GET	undefined	/public/css/style.css
20230708	17:03:16	b3c6fe7d-46b0-4448-9b0a-9beb7e604186	GET	undefined	/subdir/d
20230708	17:03:16	64739290-7f44-446d-96d6-84afde1c5c5d	GET	undefined	/css/style.css
20230708	17:03:40	ed58af56-7c47-432a-b1de-9dc968fe2db4	GET	undefined	/subdir/d
20230708	17:03:40	82c76b46-0859-4d3c-98e6-9a16849295d6	GET	undefined	/css/style.css
20230708	17:14:14	9688431f-0ef7-4920-9d9c-e62592fcab2a	GET	undefined	/subdir/d
20230708	17:14:14	226104d8-a572-4429-a399-012da748e068	GET	undefined	/css/style.css
20230708	17:16:57	d2214859-fa99-44a4-9647-c413950be6b6	GET	undefined	/subdir/d
20230708	17:16:57	5cb3f23e-512c-45b4-a347-99eb045e565a	GET	undefined	/css/style.css
20230708	19:54:01	48306e86-3851-49be-a345-4d0bcbe54bea	GET	undefined	/employees
20230708	19:54:30	72308447-b355-4bb3-a264-d04391c955cb	GET	undefined	/employees
20230708	19:54:59	a6d399b3-2658-4c30-8921-d92cfc80c676	GET	undefined	/employees
20230708	20:04:07	056610aa-e59e-4704-b6a0-fca383b6e51a	GET	undefined	/employees
20230708	20:05:27	b67bcf82-df88-4690-9975-1dde7fb0841b	POST	undefined	/employees
20230708	20:08:10	766703a5-42fa-4243-8960-4f46529574dc	GET	undefined	/employees
20230708	20:10:06	8933d2cb-6c1b-4a92-b849-7ebbdea10b84	POST	undefined	/employees
20230708	20:10:14	31ee3c24-5491-4562-a856-362ccebda8e0	GET	undefined	/employees
20230708	20:10:23	d50e6d4d-72cb-47e7-9aa1-4aa9d54f55cb	POST	undefined	/employees
20230708	20:11:53	25ef4396-c01c-4a52-b10c-1b11520a92b9	PUT	undefined	/employees
20230708	20:13:48	b472ff28-947a-4a91-a1a7-208a0a8d0dc8	PUT	undefined	/employees
20230708	20:14:32	f441dd9d-1ab6-4a65-803f-e49fbf4b9e63	PUT	undefined	/employees
20230708	22:08:02	d8d8123f-4b70-4257-8040-73cc166a6a34	GET	undefined	/employees
20230708	22:08:19	60ef3f96-789e-4292-8f7c-c13fb3756d1e	POST	undefined	/employees
20230708	22:08:48	16e40627-a46b-4bb6-b20b-7092f153561b	POST	undefined	/employees
20230708	22:10:55	110165e4-4c13-42c2-9111-c603068b99cb	PUT	undefined	/employees
20230708	22:11:03	0bff9ee4-81d9-457d-9aed-a11697cc146d	PUT	undefined	/employees
20230708	22:11:14	7ff090ba-b754-43a6-ae35-a1bbe1aa2dcc	PUT	undefined	/employees
20230708	22:11:30	c85f735b-cc28-46db-9b2c-0b961336b907	PUT	undefined	/employees
20230708	22:12:10	5f50f096-c7db-4037-a716-1f441bd9da11	PUT	undefined	/employees
20230708	22:12:21	7a4c8ee1-e5b6-4dfa-8cc9-77eaa9266a57	PUT	undefined	/employees
20230708	22:12:31	c6fa46e5-83fd-45cb-9c74-b36e8c4524d7	PUT	undefined	/employees
20230708	22:12:44	f9b0d6d9-8215-4f67-893a-a053e1d31477	PUT	undefined	/employees
20230708	22:14:01	e2a6dfd5-0bcb-4232-8d99-b9aeae6745b0	PUT	undefined	/employees
20230708	22:14:10	163d5a70-7b4c-4616-b4b9-af3fa8ce81ac	PUT	undefined	/employees
20230708	22:14:27	256072d7-c404-44db-ab95-fd7c7b13c7a7	PUT	undefined	/employees
20230712	08:59:04	ad188954-cf15-4e11-9f9c-51dbbd2fedc6	POST	undefined	/register
20230712	08:59:16	f6fde0c4-dfc5-4caf-8bb5-704530dd6610	POST	undefined	/register
20230712	09:00:47	09bac631-b13c-479f-b484-352a6be09fa9	POST	undefined	/register
20230712	09:00:54	bb95da18-3ee5-4227-9fbd-1bc6775d9951	POST	undefined	/register
20230712	09:07:03	3a74f152-5970-4f64-94bf-a6ac46cf0edc	POST	undefined	/register
20230712	09:18:29	f71dca80-352b-48ef-94ea-0fe10256c2e7	POST	undefined	/register
20230712	09:27:19	b57bfb97-155f-4a32-8b20-941f622f24d8	POST	undefined	/register
20230712	20:26:18	c3355cef-995a-4945-b1c8-e1a9043493d2	POST	undefined	/register
20230712	20:32:06	de21cc3a-d08c-48af-80a7-c0adba315585	POST	undefined	/register
20230712	20:34:50	9f869c36-a343-465f-8c77-2ad108cbcb8a	POST	undefined	/register
20230712	20:42:59	e8860d86-9309-4904-8286-4d1b50e67c47	POST	undefined	/register
20230712	20:43:10	bae9c07a-9832-4b69-a6f4-f7036b3e0a8c	POST	undefined	/register
20230712	20:47:34	abe048f3-ce4f-4145-b778-c36aa6ca76aa	POST	undefined	/register
20230712	20:47:56	09ccb2f8-8b36-4b5e-bd3e-b61c9dde2326	POST	undefined	/register
20230713	06:10:42	9d8a45c4-514c-4c87-94d7-7ede559c408b	POST	undefined	/register
20230713	06:12:27	e5846f6b-ee27-43c8-88d0-2bb70df1c2cc	POST	undefined	/register
20230713	06:12:49	16ebf503-7245-44cd-9621-e4feb7d208b6	POST	undefined	/register
20230713	06:13:03	8afbd7c7-4388-451d-a3e1-fc1ae2b190b8	POST	undefined	/register
20230713	06:13:50	75e8fbc2-c5ad-4e3f-90c0-08c0602c40e1	POST	undefined	/register
20230713	06:19:10	77b761dd-7259-4e0b-bb6a-f942c8bffce1	GET	undefined	/register
20230713	06:21:33	4b32ef83-d615-46ba-8148-0e28f72744c6	GET	undefined	/register
20230713	07:01:40	c0015837-9287-4c5a-b6fc-87072ec5d589	POST	undefined	/register
20230713	07:01:51	598ac61d-63c8-4d86-9397-82af603a7265	POST	undefined	/register
20230713	07:04:12	9e31b5aa-667f-49de-9a10-c1f4b4b97a6c	POST	undefined	/register
20230713	07:04:40	0d2c2d85-97ed-4b58-9c8a-5662d3da4bdd	POST	undefined	/register
20230713	07:05:00	23d8a368-d4f7-4487-b7b3-994d8ea62a86	GET	undefined	/register
20230713	07:05:41	a9d2deb7-b25a-441a-bd40-4125be8ba06d	GET	undefined	/register
20230713	07:05:50	5390ee31-f0e0-4ebd-8a8f-e2e75eb36c98	POST	undefined	/register
20230713	07:10:43	dc2ee2f5-26d8-44ea-a1b2-dc4cbc70c930	POST	undefined	/register
20230713	07:12:30	324efc64-0584-46b8-999d-577e00d2ea77	POST	undefined	/register
20230713	07:14:16	4181d2f8-49b3-46a7-83c8-f737ed1538a2	POST	undefined	/register
20230713	07:18:09	238d69be-40ce-4bcd-8c3d-eccf2beae031	POST	undefined	/register
20230713	07:18:20	e3fbf4d1-3285-486d-be1e-2b942cc25fa7	POST	undefined	/register
20230713	07:19:25	9295834b-9f3b-470b-8898-37a6f9aac940	POST	undefined	/register
20230713	07:19:39	e883b3fb-aea9-4830-88cf-0fae64b24b3a	POST	undefined	/register
20230713	07:20:21	da6ff978-f30c-4ca4-a53f-52aba49bb5ec	POST	undefined	/register
20230713	13:25:36	417aac4d-4f29-4c0c-a260-435603dc3665	POST	undefined	/
20230713	13:26:08	17205349-511d-4ac0-b01c-96d058e8787a	POST	undefined	/
20230713	13:37:32	9230ff33-7d2f-40aa-8e00-295902421fdd	POST	undefined	/
20230713	14:16:56	7b1b2473-def4-4e23-9146-122d1aeea18c	POST	undefined	/register
20230713	14:17:20	a3618821-332f-4530-b4c7-50a42cd52ab8	POST	undefined	/register
20230713	14:17:31	1eb7dc45-5267-4c05-88b0-052acabc995b	POST	undefined	/register
20230713	14:19:09	fde83005-0f52-49db-9cf3-2e7edc5ee524	POST	undefined	/register
20230713	14:19:50	c00695fe-19f1-4799-b63b-b53ab499338b	POST	undefined	/register
20230713	15:46:22	c2054a9e-e6ef-470a-94d4-1a9ab5e18e96	POST	undefined	/register
20230713	15:51:16	8ef3498c-6a02-4b52-b0dc-d14afeaf2b68	POST	undefined	/register
20230713	22:18:18	07fe55cb-6811-490e-8938-02db4dd5dbb5	POST	undefined	/register
20230713	22:19:27	0e369c18-33cb-4ffa-84a8-336104af984a	POST	undefined	/register
20230713	22:21:13	2b14d4db-3a9c-4e20-9d45-646c0cb7218c	POST	undefined	/register
20230714	07:42:41	bc11b561-d0af-44f7-be3c-728d8e2a9dce	POST	undefined	/register
20230714	07:45:29	216268ea-b19a-4a7d-8b9e-41126522884c	POST	undefined	/register
20230714	07:46:19	29ad9efe-e567-4ba7-af3d-92b2183e09ee	POST	undefined	/register
20230714	07:47:44	d6649748-a59e-4d1d-b1ab-7d5a7bace0a7	POST	undefined	/register
20230714	07:58:41	d929ba43-283f-4fd9-a7df-c18d77f139d3	POST	undefined	/register
20230714	08:17:44	2e1ce958-d3d1-4add-acf1-d1eec6b71bfd	POST	undefined	/register
20230714	08:18:16	bca1b31b-3a85-4789-87b1-767d722f22b8	POST	undefined	/register
20230714	08:18:55	8624960e-80a5-43b4-9efe-434e5a876dac	POST	undefined	/register
20230714	08:22:20	16155722-e0fb-4eaf-8b45-eef9d8e816c5	POST	undefined	/register
20230714	08:24:00	fca676b4-25ea-45f1-93c2-b6153313e4f2	POST	undefined	/register
20230714	08:24:49	707041f4-2977-44e8-9845-9e52d08e46dd	POST	undefined	/register
20230716	11:20:02	6715f091-cb9d-4a6d-b78a-8308ac9fc8be	POST	undefined	/auth
20230716	11:20:08	75f59d03-87e1-4f82-a6e0-f668f09fca01	POST	undefined	/auth
20230716	11:21:49	d8a2c21e-4a9d-45e7-a1b4-47ac5fcddee1	POST	undefined	/auth
20230716	11:22:42	db3c57a3-b854-4470-8b2c-cafb937d540f	POST	undefined	/register
20230716	11:23:00	428e2737-784c-46c5-8ac7-a63771758b5b	POST	undefined	/auth
20230716	11:24:18	acba5b2e-6bdf-428d-8e3a-26d6cae2b240	POST	undefined	/auth
20230716	11:25:03	63504f2e-c5fe-4a79-ae74-c67431421a70	GET	undefined	/employees
20230716	11:25:29	0646b7c9-0f99-48e3-958a-832476fb9376	GET	undefined	/employees
20230716	11:25:37	eb9faa77-25d2-4de0-9997-8b848423115d	POST	undefined	/auth
20230716	11:26:02	80b67bc7-3963-43eb-8442-155b96b4af49	GET	undefined	/employees
20230716	11:38:57	281d66cb-bd7d-4e19-8d99-04528c34fd50	POST	undefined	/auth
20230716	11:39:20	be025952-931c-4ebe-a0bc-c84091b8f01a	GET	undefined	/employees
20230716	11:39:23	ffe0ce50-7312-43d3-903e-32fd762b67d6	GET	undefined	/employees
20230716	11:39:24	69dee3c1-b7ef-4fce-bf2b-26b85b6469cb	GET	undefined	/employees
20230716	11:39:26	b9397302-eb89-4aaf-966b-ad77bfa5238b	GET	undefined	/employees
20230716	11:39:28	1b699cb3-d34f-40d4-af2d-2fb1e8405fcf	GET	undefined	/employees
20230716	12:25:05	b0a98f05-170e-4656-a48f-0a6271aa919a	POST	undefined	/auth
20230716	12:27:11	3155f0c3-3765-4c7a-a520-4185f16add78	GET	undefined	/refresh
20230716	12:28:23	3e229d08-8de8-4619-94b2-d142d1aa0a65	GET	undefined	/refresh
20230716	12:28:26	bad3fafe-a3b6-45cd-b818-6710aa19832c	GET	undefined	/refresh
20230716	12:28:28	5a921a98-a8e1-4ca2-a9f2-e3c22f40226b	GET	undefined	/refresh
20230716	12:28:57	cd977650-7bf1-42b2-a2aa-68efd1c5583b	GET	undefined	/refresh
20230716	12:29:00	367ec4b8-fc4b-4617-b1d2-02907fe30d7f	GET	undefined	/refresh
20230716	12:29:02	19c05e05-dd14-4569-8bb6-471af169ba91	GET	undefined	/refresh
20230716	12:29:04	27dd5fec-b403-46c9-a2e8-6f8eb3e7e3f4	GET	undefined	/refresh
20230716	12:29:07	ba267348-3ffe-474f-a72d-aed6854ecaf0	GET	undefined	/refresh
20230716	12:29:10	8a38bf24-8d5b-40e0-96d4-932e4276253f	GET	undefined	/refresh
20230716	12:29:13	327651ef-7a86-4a28-9f4d-6bc58e03782a	GET	undefined	/refresh
20230716	12:29:17	4b3eee0c-ee12-4675-a3f7-038c402b3905	GET	undefined	/refresh
20230716	12:29:20	db6af3dc-85f8-4b1f-938e-3d3d8b9657f9	GET	undefined	/refresh
20230716	12:29:23	ad3c7d4b-ef2e-47ac-94ed-2a1315c05fdd	GET	undefined	/refresh
20230716	12:29:26	418f9371-aaa8-4126-a8ad-056c2d9a178d	GET	undefined	/refresh
20230716	22:38:52	b812e822-85b0-45ed-85db-e01a2acbf269	POST	undefined	/
20230716	22:39:12	21cf30f2-0379-4ac0-b72f-742772a671f2	POST	undefined	/auth
20230716	22:39:43	3ee0c883-0f8a-4e88-80eb-b1bcb31560c7	GET	undefined	/employees
20230716	22:40:05	9379b9f4-3938-4787-b749-8cc627cf247a	POST	undefined	/auth
20230716	22:40:57	21bc23a4-e2a0-476b-8665-fbbd28771c30	GET	undefined	/employees
20230716	22:41:07	f3d5a8c8-370a-40dd-ad64-1ee240fb1e25	POST	undefined	/auth
20230716	22:41:25	28a6e8e3-951e-42c5-9a49-d785c2b432cd	GET	undefined	/employees
20230716	22:41:43	26f97f9f-7f3c-462a-9412-49e9ca8c01e4	POST	undefined	/auth
20230716	22:42:18	d480ce48-4e1e-42b0-93b3-49a58ebe7894	POST	undefined	/auth
20230716	22:42:33	e3f6ebb9-01a6-41dc-a668-cf2055556789	GET	undefined	/employees
20230716	22:43:26	92140064-cd91-417f-8712-99906b45ced1	POST	undefined	/auth
20230716	22:50:16	16811ad2-d531-4431-8d13-72354fd80d7d	GET	undefined	/refresh
20230716	22:50:53	e1eea078-52fe-47b3-aaf4-4a6cfdc1fedc	GET	undefined	/employees
20230716	22:50:58	1d79fd49-d9f0-44c2-af78-27effd8b8674	GET	undefined	/employees
20230716	22:51:09	3ec36b62-40cc-4870-9a1c-26c0682f5f04	GET	undefined	/employees
20230716	22:51:50	8aebf026-2cd4-4528-aa3e-0ffaebc6d50a	POST	undefined	/auth
20230716	22:52:21	37e6b0e1-92c0-41af-ba74-3e0939748734	GET	undefined	/employees
20230716	22:52:24	c99eda67-e222-45f8-b38a-3f20a45e4b4a	GET	undefined	/employees
20230716	22:52:40	1a4c2a65-6c48-4b83-98ac-55ce2c30f1b4	GET	undefined	/employees
20230716	22:52:44	746332d2-0e29-4578-a9f5-27f5a4eeb8cb	GET	undefined	/employees
20230716	22:52:51	e7a0359a-47d3-464b-83c5-0cbd4a1ae870	POST	undefined	/auth
20230716	22:53:07	217b38ea-2e38-43b8-95d1-c68804cab2df	GET	undefined	/employees
20230716	22:53:13	55c9dbc8-5414-45dd-809c-94316ea3f39d	GET	undefined	/refresh
20230716	23:00:16	4c5c5c9d-aae9-436f-97cf-a4fb453e49dd	POST	undefined	/auth
20230716	23:00:28	5a36e455-a502-4904-8ef9-579e09d105e4	GET	undefined	/refresh
20230716	23:00:31	5e6a1c9a-ea64-48fa-b32e-98824edd87e6	GET	undefined	/refresh
20230716	23:00:35	66ef3f4d-433f-429e-b504-b2485c226bb2	GET	undefined	/refresh
20230716	23:00:44	d4fdd7ab-638e-4fd3-a6d3-3abb36ad7c65	GET	undefined	/refresh
20230716	23:01:07	e5b2d2ba-b551-41ca-bc08-7a9aba9ce650	GET	undefined	/refresh
20230717	09:05:08	6d9fde52-b33d-4b78-946c-1c728dd3ecdb	POST	undefined	/auth
20230717	09:05:56	0d1925f8-53e9-44d1-a884-a8b8c1cc465b	GET	undefined	/logout
20230717	09:06:59	fa63aa47-a6a9-4da9-b1ee-f41843c1702d	GET	undefined	/refresh
20230717	09:10:34	c2e6ded6-e1fd-44a4-a7bf-4f097ddfc8d9	GET	undefined	/refresh
20230717	09:11:17	ce86713a-d7cb-4a55-8a6f-d7726985362f	POST	undefined	/auth
20230717	09:11:43	3df98a9e-8f78-4d63-a636-6320c986ee5c	GET	undefined	/logout
20230717	09:12:03	2daf7705-be0b-4e1a-9b75-a3e117b09e6b	GET	undefined	/refresh
20230717	09:12:10	089fc875-715c-4174-82d0-8f2ffa4d12da	POST	undefined	/auth
20230717	09:12:25	662adf93-de93-43b1-947d-db17c15e4a23	GET	undefined	/logout
20230717	09:12:36	4b981c79-5cc1-42cd-b975-b9a5d6aff10e	GET	undefined	/refresh
